Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.48,1.3880441875771343,1.0,0.9128709291752769
Atalanta,2.4,1.6583123951777001,1.28,1.1372481406154653
Genoa,1.08,1.0376254944182253,1.48,1.3576941236277533
Juventus,2.0,1.224744871391589,0.84,0.7461009761866464
Verona,1.36,0.9949874371066199,1.08,0.8124038404635959
Milan,1.92,0.9539392014169455,1.2,1.0801234497346435
Napoli,2.12,1.6911534525287764,1.2,1.1902380714238083
Spezia,1.28,0.9797958971132713,1.84,1.34412301024373
Fiorentina,1.04,1.0598742063723097,1.52,1.3880441875771343
Cagliari,1.08,1.0770329614269007,1.64,1.2543258481484518
Sassuolo,1.68,1.2151817422372124,1.6,1.2909944487358056
Torino,1.44,1.0832051206181281,1.72,1.3699148392023013
Bologna,1.28,1.1372481406154653,1.52,1.2288205727444508
Parma,0.8,0.8660254037844386,1.96,1.1357816691600546
Udinese,1.08,0.9966610925150702,1.36,1.1135528725660042
Benevento,1.0,0.8660254037844386,1.88,1.6155494421403511
Crotone,0.96,1.1357816691600546,2.48,1.5307950004273378
Lazio,1.52,0.9626352718795768,1.28,1.2423096769056148
Roma,2.0,1.5545631755148024,1.52,1.2948616399703354
Sampdoria,1.36,0.9949874371066199,1.48,0.8225975119502044
